Start Time, Sun Mar 25 09:52:15 GMT-0400 2007
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 7197.517737
Real Time (s), 7200
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
865, 653.8706907629967, 41
866, 654.6266106367111, 55
867, 655.3825305104256, 51
868, 656.13845038414, 38
869, 656.8943702578545, 36
870, 657.6502901315689, 45
871, 658.4062100052834, 39
872, 659.1621298789978, 36
873, 659.9180497527122, 35
874, 660.6739696264267, 36
875, 661.4298895001411, 29
876, 662.1858093738556, 39
877, 662.94172924757, 38
878, 663.6976491212845, 55
879, 664.4535689949989, 52
880, 665.2094888687134, 31
881, 665.9654087424278, 33
882, 666.7213286161423, 40
883, 667.4772484898567, 42
884, 668.2331683635712, 39
885, 668.9890882372856, 29
886, 669.7450081110001, 27
887, 670.5009279847145, 27
888, 671.256847858429, 42
889, 672.0127677321434, 40
890, 672.7686876058578, 28
891, 673.5246074795723, 39
892, 674.2805273532867, 25
893, 675.0364472270012, 37
894, 675.7923671007156, 34
895, 676.5482869744301, 31
896, 677.3042068481445, 29
897, 678.060126721859, 34
898, 678.8160465955734, 32
899, 679.5719664692879, 36
900, 680.3278863430023, 31
901, 681.0838062167168, 24
902, 681.8397260904312, 26
903, 682.5956459641457, 25
904, 683.3515658378601, 40
905, 684.1074857115746, 31
906, 684.863405585289, 24
907, 685.6193254590034, 25
908, 686.3752453327179, 25
909, 687.1311652064323, 18
910, 687.8870850801468, 29
911, 688.6430049538612, 20
912, 689.3989248275757, 22
913, 690.1548447012901, 30
914, 690.9107645750046, 25
915, 691.666684448719, 32
916, 692.4226043224335, 28
917, 693.1785241961479, 26
918, 693.9344440698624, 22
919, 694.6903639435768, 18
920, 695.4462838172913, 23
921, 696.2022036910057, 18
922, 696.9581235647202, 10
923, 697.7140434384346, 20
924, 698.469963312149, 17
925, 699.2258831858635, 19
926, 699.9818030595779, 10
927, 700.7377229332924, 17
928, 701.4936428070068, 21
929, 702.2495626807213, 16
930, 703.0054825544357, 17
931, 703.7614024281502, 18
932, 704.5173223018646, 16
933, 705.2732421755791, 17
934, 706.0291620492935, 11
935, 706.785081923008, 19
936, 707.5410017967224, 18
937, 708.2969216704369, 15
938, 709.0528415441513, 19
939, 709.8087614178658, 21
940, 710.5646812915802, 17
941, 711.3206011652946, 18
942, 712.0765210390091, 15
943, 712.8324409127235, 7
944, 713.588360786438, 19
945, 714.3442806601524, 18
946, 715.1002005338669, 21
947, 715.8561204075813, 15
948, 716.6120402812958, 13
949, 717.3679601550102, 13
950, 718.1238800287247, 17
951, 718.8797999024391, 16
952, 719.6357197761536, 14
953, 720.391639649868, 8
954, 721.1475595235825, 11
955, 721.9034793972969, 11
956, 722.6593992710114, 10
957, 723.4153191447258, 7
958, 724.1712390184402, 18
