Start Time, Sun Mar 18 11:29:39 GMT-0400 2007
Energy calibration,  Offset: 0, Slope: 0.755919873714447, Quadratic: 0
Live Time (s), 28.297512
Real Time (s), 28.620118
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
416, 314.46266746520996, 53
417, 315.2185873389244, 49
418, 315.97450721263885, 42
419, 316.7304270863533, 41
420, 317.48634696006775, 40
421, 318.2422668337822, 36
422, 318.99818670749664, 38
423, 319.7541065812111, 37
424, 320.51002645492554, 40
425, 321.26594632864, 36
426, 322.02186620235443, 36
427, 322.7777860760689, 31
428, 323.5337059497833, 35
429, 324.2896258234978, 36
430, 325.0455456972122, 48
431, 325.80146557092667, 51
432, 326.5573854446411, 37
433, 327.31330531835556, 38
434, 328.06922519207, 41
435, 328.82514506578445, 43
436, 329.5810649394989, 51
437, 330.33698481321335, 44
438, 331.0929046869278, 42
439, 331.84882456064224, 42
440, 332.6047444343567, 45
441, 333.36066430807114, 35
442, 334.1165841817856, 34
443, 334.87250405550003, 57
444, 335.6284239292145, 45
445, 336.3843438029289, 33
446, 337.1402636766434, 40
447, 337.8961835503578, 40
448, 338.65210342407227, 44
449, 339.4080232977867, 43
450, 340.16394317150116, 35
451, 340.9198630452156, 55
452, 341.67578291893005, 42
453, 342.4317027926445, 43
454, 343.18762266635895, 34
455, 343.9435425400734, 44
456, 344.69946241378784, 52
457, 345.4553822875023, 56
458, 346.21130216121674, 46
459, 346.9672220349312, 37
460, 347.72314190864563, 39
461, 348.4790617823601, 43
462, 349.2349816560745, 56
463, 349.99090152978897, 25
464, 350.7468214035034, 45
465, 351.50274127721786, 49
466, 352.2586611509323, 34
467, 353.01458102464676, 39
468, 353.7705008983612, 35
469, 354.52642077207565, 49
470, 355.2823406457901, 34
471, 356.03826051950455, 33
472, 356.794180393219, 45
473, 357.55010026693344, 41
474, 358.3060201406479, 31
475, 359.06194001436234, 39
476, 359.8178598880768, 37
477, 360.57377976179123, 38
478, 361.3296996355057, 29
479, 362.0856195092201, 55
480, 362.84153938293457, 38
481, 363.597459256649, 39
482, 364.35337913036346, 40
483, 365.1092990040779, 36
484, 365.86521887779236, 38
485, 366.6211387515068, 40
486, 367.37705862522125, 36
487, 368.1329784989357, 35
488, 368.88889837265015, 46
489, 369.6448182463646, 42
490, 370.40073812007904, 37
491, 371.1566579937935, 41
492, 371.91257786750793, 50
493, 372.6684977412224, 35
494, 373.42441761493683, 40
495, 374.1803374886513, 49
496, 374.9362573623657, 42
497, 375.69217723608017, 35
498, 376.4480971097946, 30
499, 377.20401698350906, 34
500, 377.9599368572235, 35
501, 378.71585673093796, 34
502, 379.4717766046524, 43
503, 380.22769647836685, 36
504, 380.9836163520813, 45
505, 381.73953622579575, 53
506, 382.4954560995102, 50
507, 383.25137597322464, 37
508, 384.0072958469391, 45
509, 384.76321572065353, 44
510, 385.519135594368, 38
511, 386.2750554680824, 39
512, 387.0309753417969, 38
513, 387.7868952155113, 41
514, 388.54281508922577, 38
515, 389.2987349629402, 39
516, 390.05465483665466, 38
517, 390.8105747103691, 50
518, 391.56649458408356, 63
519, 392.322414457798, 40
520, 393.07833433151245, 35
521, 393.8342542052269, 25
522, 394.59017407894135, 59
523, 395.3460939526558, 36
524, 396.10201382637024, 37
525, 396.8579337000847, 45
526, 397.61385357379913, 45
527, 398.3697734475136, 37
528, 399.125693321228, 42
529, 399.8816131949425, 37
530, 400.6375330686569, 37
531, 401.39345294237137, 32
532, 402.1493728160858, 39
533, 402.90529268980026, 37
534, 403.6612125635147, 42
535, 404.41713243722916, 43
536, 405.1730523109436, 30
537, 405.92897218465805, 46
538, 406.6848920583725, 52
539, 407.44081193208694, 41
540, 408.1967318058014, 49
541, 408.95265167951584, 37
542, 409.7085715532303, 39
543, 410.46449142694473, 46
544, 411.2204113006592, 50
545, 411.9763311743736, 43
546, 412.7322510480881, 42
547, 413.4881709218025, 31
548, 414.24409079551697, 46
549, 415.0000106692314, 30
550, 415.75593054294586, 46
551, 416.5118504166603, 42
552, 417.26777029037476, 54
553, 418.0236901640892, 48
554, 418.77961003780365, 48
555, 419.5355299115181, 41
556, 420.29144978523254, 38
557, 421.047369658947, 40
558, 421.80328953266144, 43
559, 422.5592094063759, 53
560, 423.31512928009033, 45
561, 424.0710491538048, 50
562, 424.8269690275192, 39
563, 425.5828889012337, 41
564, 426.3388087749481, 49
565, 427.09472864866257, 39
566, 427.850648522377, 27
567, 428.60656839609146, 42
568, 429.3624882698059, 41
569, 430.11840814352036, 34
570, 430.8743280172348, 51
571, 431.63024789094925, 51
572, 432.3861677646637, 46
573, 433.14208763837814, 39
574, 433.8980075120926, 53
575, 434.65392738580704, 35
576, 435.4098472595215, 44
577, 436.16576713323593, 43
578, 436.9216870069504, 39
579, 437.6776068806648, 36
580, 438.4335267543793, 36
581, 439.1894466280937, 41
582, 439.94536650180817, 41
583, 440.7012863755226, 41
584, 441.45720624923706, 45
585, 442.2131261229515, 52
586, 442.96904599666595, 52
587, 443.7249658703804, 39
588, 444.48088574409485, 32
589, 445.2368056178093, 52
590, 445.99272549152374, 38
591, 446.7486453652382, 40
592, 447.50456523895264, 54
593, 448.2604851126671, 38
594, 449.01640498638153, 42
595, 449.772324860096, 30
596, 450.5282447338104, 39
597, 451.2841646075249, 46
598, 452.0400844812393, 39
599, 452.79600435495377, 35
600, 453.5519242286682, 43
601, 454.30784410238266, 31
602, 455.0637639760971, 41
603, 455.81968384981155, 29
604, 456.575603723526, 39
605, 457.33152359724045, 37
606, 458.0874434709549, 49
